,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region,region_name
2388,2019-07-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2164518,megawatthours,Midwest,Midcontinent ISO
2389,2019-07-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2239581,megawatthours,Midwest,Midcontinent ISO
2390,2019-07-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2275546,megawatthours,Midwest,Midcontinent ISO
2391,2019-07-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2374748,megawatthours,Midwest,Midcontinent ISO
2392,2019-07-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2114198,megawatthours,Midwest,Midcontinent ISO
2393,2019-07-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1936681,megawatthours,Midwest,Midcontinent ISO
2394,2019-07-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1930356,megawatthours,Midwest,Midcontinent ISO
2395,2019-07-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1889926,megawatthours,Midwest,Midcontinent ISO
2396,2019-07-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1931487,megawatthours,Midwest,Midcontinent ISO
2397,2019-07-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1983195,megawatthours,Midwest,Midcontinent ISO
2398,2019-07-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2027624,megawatthours,Midwest,Midcontinent ISO
2399,2019-07-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1985778,megawatthours,Midwest,Midcontinent ISO
2400,2019-07-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1984184,megawatthours,Midwest,Midcontinent ISO
2401,2019-07-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2061951,megawatthours,Midwest,Midcontinent ISO
2402,2019-07-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1987413,megawatthours,Midwest,Midcontinent ISO
2403,2019-07-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1958928,megawatthours,Midwest,Midcontinent ISO
2404,2019-08-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1986433,megawatthours,Midwest,Midcontinent ISO
2405,2019-08-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2007230,megawatthours,Midwest,Midcontinent ISO
2406,2019-08-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1931828,megawatthours,Midwest,Midcontinent ISO
2407,2019-08-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1944987,megawatthours,Midwest,Midcontinent ISO
2408,2019-08-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2148801,megawatthours,Midwest,Midcontinent ISO
2409,2019-08-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2139715,megawatthours,Midwest,Midcontinent ISO
2410,2019-08-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2152473,megawatthours,Midwest,Midcontinent ISO
2411,2019-08-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2090613,megawatthours,Midwest,Midcontinent ISO
2412,2019-08-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2024233,megawatthours,Midwest,Midcontinent ISO
2413,2019-08-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1895015,megawatthours,Midwest,Midcontinent ISO
2414,2019-08-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1909448,megawatthours,Midwest,Midcontinent ISO
2415,2019-08-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2157714,megawatthours,Midwest,Midcontinent ISO
2416,2019-08-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2155380,megawatthours,Midwest,Midcontinent ISO
2417,2019-08-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2039559,megawatthours,Midwest,Midcontinent ISO
2418,2019-08-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1994611,megawatthours,Midwest,Midcontinent ISO
2419,2019-08-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2001484,megawatthours,Midwest,Midcontinent ISO
2420,2019-08-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1936969,megawatthours,Midwest,Midcontinent ISO
2421,2019-08-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1914101,megawatthours,Midwest,Midcontinent ISO
2422,2019-08-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2104488,megawatthours,Midwest,Midcontinent ISO
2423,2019-08-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2111207,megawatthours,Midwest,Midcontinent ISO
2424,2019-08-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2066398,megawatthours,Midwest,Midcontinent ISO
2425,2019-08-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1957681,megawatthours,Midwest,Midcontinent ISO
2426,2019-08-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1860463,megawatthours,Midwest,Midcontinent ISO
2427,2019-08-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1702140,megawatthours,Midwest,Midcontinent ISO
2428,2019-08-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1653594,megawatthours,Midwest,Midcontinent ISO
2429,2019-08-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1881365,megawatthours,Midwest,Midcontinent ISO
2430,2019-08-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1938454,megawatthours,Midwest,Midcontinent ISO
2431,2019-08-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1862997,megawatthours,Midwest,Midcontinent ISO
2432,2019-08-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1910445,megawatthours,Midwest,Midcontinent ISO
2433,2019-08-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1855103,megawatthours,Midwest,Midcontinent ISO
2434,2019-08-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1673022,megawatthours,Midwest,Midcontinent ISO
2435,2019-09-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1657889,megawatthours,Midwest,Midcontinent ISO
2436,2019-09-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1770824,megawatthours,Midwest,Midcontinent ISO
2437,2019-09-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1983593,megawatthours,Midwest,Midcontinent ISO
2438,2019-09-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1934322,megawatthours,Midwest,Midcontinent ISO
2439,2019-09-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1896637,megawatthours,Midwest,Midcontinent ISO
2440,2019-09-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1905080,megawatthours,Midwest,Midcontinent ISO
2441,2019-09-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1756880,megawatthours,Midwest,Midcontinent ISO
2442,2019-09-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1692513,megawatthours,Midwest,Midcontinent ISO
2443,2019-09-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1908079,megawatthours,Midwest,Midcontinent ISO
2444,2019-09-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2029477,megawatthours,Midwest,Midcontinent ISO
2445,2019-09-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2077652,megawatthours,Midwest,Midcontinent ISO
2446,2019-09-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2022913,megawatthours,Midwest,Midcontinent ISO
2447,2019-09-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1937812,megawatthours,Midwest,Midcontinent ISO
2448,2019-09-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1746004,megawatthours,Midwest,Midcontinent ISO
2449,2019-09-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1776983,megawatthours,Midwest,Midcontinent ISO
2450,2019-09-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2010118,megawatthours,Midwest,Midcontinent ISO
2451,2019-09-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2008679,megawatthours,Midwest,Midcontinent ISO
2452,2019-09-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1993559,megawatthours,Midwest,Midcontinent ISO
2453,2019-09-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1959221,megawatthours,Midwest,Midcontinent ISO
2454,2019-09-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1971409,megawatthours,Midwest,Midcontinent ISO
2455,2019-09-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1845653,megawatthours,Midwest,Midcontinent ISO
2456,2019-09-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1780205,megawatthours,Midwest,Midcontinent ISO
2457,2019-09-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1843469,megawatthours,Midwest,Midcontinent ISO
2458,2019-09-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1810335,megawatthours,Midwest,Midcontinent ISO
2459,2019-09-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1811201,megawatthours,Midwest,Midcontinent ISO
2460,2019-09-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1756300,megawatthours,Midwest,Midcontinent ISO
2461,2019-09-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1774767,megawatthours,Midwest,Midcontinent ISO
2462,2019-09-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1685566,megawatthours,Midwest,Midcontinent ISO
2463,2019-09-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1683243,megawatthours,Midwest,Midcontinent ISO
2464,2019-09-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1945730,megawatthours,Midwest,Midcontinent ISO
2465,2019-10-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1987323,megawatthours,Midwest,Midcontinent ISO
2466,2019-10-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1915478,megawatthours,Midwest,Midcontinent ISO
2467,2019-10-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1816224,megawatthours,Midwest,Midcontinent ISO
2468,2019-10-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1683095,megawatthours,Midwest,Midcontinent ISO
2469,2019-10-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1576850,megawatthours,Midwest,Midcontinent ISO
2470,2019-10-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1534980,megawatthours,Midwest,Midcontinent ISO
2471,2019-10-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1626811,megawatthours,Midwest,Midcontinent ISO
2472,2019-10-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1616257,megawatthours,Midwest,Midcontinent ISO
2473,2019-10-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1645582,megawatthours,Midwest,Midcontinent ISO
2474,2019-10-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1702755,megawatthours,Midwest,Midcontinent ISO
2475,2019-10-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1638621,megawatthours,Midwest,Midcontinent ISO
2476,2019-10-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1467348,megawatthours,Midwest,Midcontinent ISO
2477,2019-10-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1453880,megawatthours,Midwest,Midcontinent ISO
2478,2019-10-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1595669,megawatthours,Midwest,Midcontinent ISO
2479,2019-10-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1643659,megawatthours,Midwest,Midcontinent ISO
2480,2019-10-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1610010,megawatthours,Midwest,Midcontinent ISO
2481,2019-10-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1586625,megawatthours,Midwest,Midcontinent ISO
2482,2019-10-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1559186,megawatthours,Midwest,Midcontinent ISO
2483,2019-10-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1468285,megawatthours,Midwest,Midcontinent ISO
2484,2019-10-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1475463,megawatthours,Midwest,Midcontinent ISO
2485,2019-10-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1597357,megawatthours,Midwest,Midcontinent ISO
2486,2019-10-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1587091,megawatthours,Midwest,Midcontinent ISO
2487,2019-10-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1589076,megawatthours,Midwest,Midcontinent ISO
2488,2019-10-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1592154,megawatthours,Midwest,Midcontinent ISO
2489,2019-10-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1587810,megawatthours,Midwest,Midcontinent ISO
2490,2019-10-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1485757,megawatthours,Midwest,Midcontinent ISO
2491,2019-10-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1445775,megawatthours,Midwest,Midcontinent ISO
2492,2019-10-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1607304,megawatthours,Midwest,Midcontinent ISO
2493,2019-10-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1640273,megawatthours,Midwest,Midcontinent ISO
2494,2019-10-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1691557,megawatthours,Midwest,Midcontinent ISO
2495,2019-10-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1725730,megawatthours,Midwest,Midcontinent ISO
2496,2019-11-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1724083,megawatthours,Midwest,Midcontinent ISO
2497,2019-11-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1592012,megawatthours,Midwest,Midcontinent ISO
2498,2019-11-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1610949,megawatthours,Midwest,Midcontinent ISO
2499,2019-11-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1654947,megawatthours,Midwest,Midcontinent ISO
2500,2019-11-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1671269,megawatthours,Midwest,Midcontinent ISO
2501,2019-11-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1704975,megawatthours,Midwest,Midcontinent ISO
2502,2019-11-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1761003,megawatthours,Midwest,Midcontinent ISO
2503,2019-11-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1797643,megawatthours,Midwest,Midcontinent ISO
2504,2019-11-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1646515,megawatthours,Midwest,Midcontinent ISO
2505,2019-11-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1571572,megawatthours,Midwest,Midcontinent ISO
2506,2019-11-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1785650,megawatthours,Midwest,Midcontinent ISO
2507,2019-11-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1995086,megawatthours,Midwest,Midcontinent ISO
2508,2019-11-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2007300,megawatthours,Midwest,Midcontinent ISO
